Crop type,Season,Year,State,District,Annual rainfall (mm),Cultivated area (hectares),Total production (tonnes),Pesticide and fertilizer used (kg/hectare),Yield (tonnes/hectare)
Sweet Potato,Kharif,2018-2019,Odisha,Sundargarh,1507.26,20561,39065.9,157.48,1.9
Small Millets,Kharif,2009-2010,Odisha,Kalahandi,1331.07,33159,51064.86,128.06,1.54
Coconut,Kharif,2003-2004,Odisha,Sambalpur,1573.02,10426,16785.86,203.92,1.61
Cotton,Rabi,2011-2012,Odisha,Balangir,1636.23,63936,34525.44,141.92,0.54
Sesamum (Til),Kharif,2023-2024,Odisha,Puri,1385.64,12999,23528.19,180.76,1.81
Jute,Rabi,2008-2009,Odisha,Sambalpur,1283.83,11026,28006.04,225.09,2.54
Coriander,Kharif,2018-2019,Odisha,Sundargarh,1472.76,23923,41147.56,129.64,1.72
Niger,Rabi,2016-2017,Odisha,Kalahandi,1543.71,21618,36750.6,178.88,1.7
Potato,Rabi,2024-2025,Odisha,Kalahandi,1415.32,19273,427475.14,157.14,22.18
Chilli,Rabi,2006-2007,Odisha,Jajpur,1248.99,25804,43866.8,233.38,1.7
Sugarcane,Kharif,2013-2014,Odisha,Balangir,1133.09,6484,503677.12,216.93,77.68
Sweet Potato,Kharif,2022-2023,Odisha,Subarnapur,1617.86,33002,56763.44,190.8,1.72
Potato,Rabi,2016-2017,Odisha,Koraput,1300.46,29556,643434.12,241.09,21.77
Oranges & Limes,Kharif,2004-2005,Odisha,Nabarangpur,1698.94,24709,37804.77,82.8,1.53
Turmeric,Kharif,2015-2016,Odisha,Sambalpur,1450.37,24086,40223.62,93.19,1.67
Litchi,Rabi,2013-2014,Odisha,Deogarh,1523.75,25143,43748.82,157.96,1.74
Oranges & Limes,Rabi,2003-2004,Odisha,Deogarh,1543.13,29475,41265.0,212.09,1.4
Sugarcane,Kharif,2004-2005,Odisha,Dhenkanal,1358.04,13183,1045411.9,207.08,79.3
Okra (Bhendi),Rabi,2011-2012,Odisha,Subarnapur,1451.3,30391,55007.71,162.21,1.81
Cashew,Kharif,2005-2006,Odisha,Ganjam,1497.01,26759,40138.5,166.91,1.5
Sweet Potato,Kharif,2007-2008,Odisha,Mayurbhanj,1529.16,22589,36142.4,248.82,1.6
Coriander,Rabi,2021-2022,Odisha,Dhenkanal,1323.4,23507,39256.69,167.16,1.67
Mango,Kharif,2008-2009,Odisha,Khordha,1445.27,7023,10674.96,113.02,1.52
Litchi,Rabi,2022-2023,Odisha,Nayagarh,1671.08,16768,29008.64,202.21,1.73
Mustard,Rabi,2023-2024,Odisha,Jagatsinghapur,1506.64,21757,36551.76,236.45,1.68
Jackfruit,Rabi,2015-2016,Odisha,Kandhamal,1537.29,19464,30947.76,183.0,1.59
Rubber,Kharif,2022-2023,Odisha,Dhenkanal,1451.89,39070,70716.7,214.54,1.81
Exotic Vegetables,Rabi,2009-2010,Odisha,Jharsuguda,1614.14,15285,25220.25,153.65,1.65
Black Pepper,Kharif,2023-2024,Odisha,Bargarh,1214.92,7754,14344.9,95.54,1.85
Garlic,Kharif,2022-2023,Odisha,Sambalpur,1614.11,25349,43600.28,110.02,1.72
Sweet Potato,Rabi,2021-2022,Odisha,Koraput,1546.64,27540,40483.8,166.46,1.47
Mustard,Rabi,2016-2017,Odisha,Dhenkanal,1493.5,23193,36181.08,190.4,1.56
Sesamum (Til),Rabi,2017-2018,Odisha,Kendrapara,1221.99,21454,36042.72,247.1,1.68
Sweet Potato,Rabi,2019-2020,Odisha,Mayurbhanj,1195.76,16920,28087.2,103.85,1.66
Pumpkin,Rabi,2017-2018,Odisha,Nayagarh,1352.0,40236,62768.16,155.26,1.56
Cowpea,Rabi,2007-2008,Odisha,Rayagada,1581.2,10481,18341.75,175.78,1.75
Rice (Paddy),Kharif,2011-2012,Odisha,Dhenkanal,1386.13,76615,273515.55,227.95,3.57
Exotic Vegetables,Rabi,2018-2019,Odisha,Kalahandi,1278.69,42440,79787.2,170.17,1.88
Cowpea,Kharif,2009-2010,Odisha,Balasore,1531.27,24692,39013.36,112.13,1.58
Field Pea,Rabi,2013-2014,Odisha,Cuttack,1638.79,16493,28203.03,174.63,1.71
Turmeric,Rabi,2016-2017,Odisha,Sundargarh,1419.41,20425,30637.5,165.14,1.5
Onion,Kharif,2011-2012,Odisha,Kendrapara,1351.5,14034,25261.2,194.64,1.8
Litchi,Rabi,2017-2018,Odisha,Jajpur,1554.8,6844,10950.4,153.03,1.6
Ginger,Kharif,2019-2020,Odisha,Balasore,1571.89,16910,27056.0,110.42,1.6
Sesamum (Til),Rabi,2007-2008,Odisha,Angul,1522.9,17709,29219.85,155.07,1.65
Oranges & Limes,Rabi,2005-2006,Odisha,Kendrapara,1552.44,26217,38801.16,241.6,1.48
Cardamom,Kharif,2006-2007,Odisha,Sambalpur,1703.13,25284,39190.2,222.34,1.55
Okra (Bhendi),Kharif,2015-2016,Odisha,Sambalpur,1497.59,27919,45507.97,146.65,1.63
Pineapple,Rabi,2009-2010,Odisha,Balangir,1660.84,18262,31045.4,181.34,1.7
Oil Palm,Rabi,2007-2008,Odisha,Kandhamal,1248.74,22521,37384.86,89.49,1.66
Mustard,Rabi,2003-2004,Odisha,Subarnapur,1318.41,28210,45982.3,204.24,1.63
Papaya,Rabi,2019-2020,Odisha,Cuttack,1583.99,13432,479656.72,122.43,35.71
Guava,Kharif,2007-2008,Odisha,Balasore,1499.76,11785,16616.85,208.06,1.41
Field Pea,Kharif,2013-2014,Odisha,Jajpur,1434.48,25263,43452.36,168.85,1.72
Wheat,Rabi,2010-2011,Odisha,Gajapati,1518.73,7861,19102.23,128.01,2.43
Exotic Vegetables,Kharif,2014-2015,Odisha,Kandhamal,1320.28,32184,46666.8,101.07,1.45
Niger,Rabi,2011-2012,Odisha,Jajpur,1459.23,26278,39154.22,160.49,1.49
Sunflower,Rabi,2024-2025,Odisha,Cuttack,1417.66,20019,32831.16,231.57,1.64
Mango,Kharif,2002-2003,Odisha,Sambalpur,1404.52,13662,18990.18,250.24,1.39
Ragi (Finger Millet),Rabi,2014-2015,Odisha,Koraput,1445.73,11228,19761.28,185.48,1.76
Jowar (Sorghum),Kharif,2014-2015,Odisha,Angul,1154.25,11921,19073.6,185.16,1.6
Cabbage,Rabi,2018-2019,Odisha,Kandhamal,1445.9,8552,14110.8,188.08,1.65
Mango,Rabi,2011-2012,Odisha,Bhadrak,1396.59,41455,64255.25,150.1,1.55
Sapota,Rabi,2024-2025,Odisha,Sundargarh,1457.09,17309,29079.12,150.54,1.68
Mung (Green Gram),Kharif,2016-2017,Odisha,Puri,1400.78,15737,26438.16,125.59,1.68
Ginger,Rabi,2023-2024,Odisha,Gajapati,1515.63,20834,36667.84,106.53,1.76
Rubber,Kharif,2018-2019,Odisha,Gajapati,1478.02,31533,48560.82,240.25,1.54
Guava,Rabi,2019-2020,Odisha,Koraput,1328.33,16915,29262.95,206.78,1.73
Groundnut,Kharif,2009-2010,Odisha,Kalahandi,1387.25,26263,41758.17,178.82,1.59
Ragi (Finger Millet),Kharif,2004-2005,Odisha,Puri,1511.58,19079,31289.56,239.26,1.64
Coconut,Kharif,2013-2014,Odisha,Ganjam,1488.24,13588,20789.64,205.64,1.53
Sweet Potato,Rabi,2023-2024,Odisha,Mayurbhanj,1472.17,16718,29256.5,192.81,1.75
Rubber,Kharif,2006-2007,Odisha,Jajpur,1281.96,11874,18998.4,116.96,1.6
Biri (Black Gram),Rabi,2022-2023,Odisha,Koraput,1645.34,21207,36263.97,171.45,1.71
Tomato,Kharif,2000-2001,Odisha,Subarnapur,1615.83,25415,38884.95,110.71,1.53
Castor,Rabi,2010-2011,Odisha,Puri,1282.87,25560,39106.8,140.9,1.53
Kulthi (Horse Gram),Rabi,2021-2022,Odisha,Malkangiri,1664.95,26226,45108.72,156.94,1.72
Brinjal (Eggplant),Rabi,2022-2023,Odisha,Bhadrak,1437.36,23541,44257.08,157.61,1.88
Cotton,Rabi,2007-2008,Odisha,Malkangiri,1492.67,57799,28899.5,175.94,0.5
Wheat,Rabi,2020-2021,Odisha,Gajapati,1326.44,29839,71613.6,156.57,2.4
Ragi (Finger Millet),Rabi,2024-2025,Odisha,Bargarh,1393.46,34870,57535.5,252.45,1.65
Cauliflower,Kharif,2013-2014,Odisha,Deogarh,1230.33,29883,47812.8,104.94,1.6
Arhar (Pigeon Pea),Kharif,2021-2022,Odisha,Rayagada,1400.48,20429,36772.2,203.67,1.8
Kulthi (Horse Gram),Kharif,2000-2001,Odisha,Bhadrak,1809.11,29393,48498.45,86.97,1.65
Linseed,Kharif,2000-2001,Odisha,Angul,1579.47,17288,29043.84,244.76,1.68
Exotic Vegetables,Rabi,2011-2012,Odisha,Dhenkanal,1790.96,22861,37720.65,96.29,1.65
Cotton,Rabi,2018-2019,Odisha,Jharsuguda,1458.09,62024,39075.12,176.32,0.63
Turmeric,Kharif,2010-2011,Odisha,Koraput,1599.76,19992,31187.52,159.09,1.56
Oranges & Limes,Rabi,2016-2017,Odisha,Balasore,1345.0,9921,15476.76,190.26,1.56
Rubber,Rabi,2016-2017,Odisha,Jagatsinghapur,1261.37,21795,32256.6,100.16,1.48
Pineapple,Kharif,2009-2010,Odisha,Angul,1430.44,13758,22425.54,160.51,1.63
Cotton,Kharif,2022-2023,Odisha,Bargarh,1560.22,29309,21688.66,210.81,0.74
Ginger,Kharif,2004-2005,Odisha,Bhadrak,1272.92,19830,32124.6,206.29,1.62
Potato,Rabi,2012-2013,Odisha,Kendrapara,1159.36,30485,652074.15,157.83,21.39
Kulthi (Horse Gram),Rabi,2001-2002,Odisha,Keonjhar,1449.83,6418,8985.2,243.04,1.4
Okra (Bhendi),Rabi,2019-2020,Odisha,Subarnapur,1468.34,24297,43491.63,107.25,1.79
Jowar (Sorghum),Rabi,2007-2008,Odisha,Boudh,1392.46,2955,4728.0,120.56,1.6
Turmeric,Kharif,2014-2015,Odisha,Jagatsinghapur,1448.67,16861,28157.87,170.79,1.67
Oranges & Limes,Kharif,2013-2014,Odisha,Rayagada,1566.53,12866,19684.98,123.23,1.53
Sapota,Rabi,2000-2001,Odisha,Nabarangpur,1471.02,23276,33982.96,106.8,1.46
Garlic,Rabi,2021-2022,Odisha,Sambalpur,1481.18,20001,32801.64,205.52,1.64
Turmeric,Kharif,2004-2005,Odisha,Nabarangpur,1208.56,23603,36348.62,146.78,1.54
Niger,Kharif,2013-2014,Odisha,Jharsuguda,1402.85,15216,26323.68,139.36,1.73
Biri (Black Gram),Rabi,2013-2014,Odisha,Kalahandi,1365.39,13634,21950.74,175.36,1.61
Arhar (Pigeon Pea),Kharif,2017-2018,Odisha,Nabarangpur,1790.78,11229,20549.07,184.12,1.83
Cowpea,Kharif,2001-2002,Odisha,Jharsuguda,1639.62,14444,23977.04,120.09,1.66
Mesta,Kharif,2012-2013,Odisha,Rayagada,1536.45,29229,43258.92,196.51,1.48
Bajra (Pearl Millet),Kharif,2012-2013,Odisha,Bhadrak,1396.96,33720,55975.2,216.72,1.66
Sugarcane,Rabi,2015-2016,Odisha,Nuapada,1364.63,6958,552534.78,196.71,79.41
Cashew,Kharif,2016-2017,Odisha,Rayagada,1829.65,20684,34955.96,165.41,1.69
Potato,Rabi,2024-2025,Odisha,Deogarh,1189.14,29498,638336.72,133.54,21.64
Exotic Vegetables,Kharif,2002-2003,Odisha,Malkangiri,1460.24,8895,14054.1,137.89,1.58
Mung (Green Gram),Kharif,2021-2022,Odisha,Mayurbhanj,1371.5,29066,52609.46,95.77,1.81
Ragi (Finger Millet),Kharif,2023-2024,Odisha,Kendrapara,1557.31,1930,3589.8,117.18,1.86
Jowar (Sorghum),Kharif,2011-2012,Odisha,Jajpur,1414.67,25760,41988.8,85.89,1.63
Pineapple,Rabi,2014-2015,Odisha,Sambalpur,1159.71,17159,27625.99,175.17,1.61
Guava,Kharif,2014-2015,Odisha,Jharsuguda,1328.29,11702,17787.04,246.22,1.52
Oranges & Limes,Kharif,2009-2010,Odisha,Boudh,1534.32,13690,21630.2,179.08,1.58
Small Millets,Kharif,2008-2009,Odisha,Ganjam,1349.17,17441,26161.5,128.04,1.5
Turmeric,Kharif,2020-2021,Odisha,Mayurbhanj,1577.37,17884,29866.28,102.86,1.67
Coconut,Kharif,2017-2018,Odisha,Nayagarh,1680.93,12016,19586.08,120.13,1.63
Exotic Vegetables,Kharif,2023-2024,Odisha,Kendrapara,1289.08,4301,7612.77,120.33,1.77
Mustard,Kharif,2024-2025,Odisha,Rayagada,1263.13,19762,35176.36,191.25,1.78
Lentil,Kharif,2000-2001,Odisha,Dhenkanal,1548.7,14999,22198.52,237.34,1.48
Cardamom,Rabi,2006-2007,Odisha,Deogarh,1531.17,21952,36879.36,158.31,1.68
Gourds,Rabi,2011-2012,Odisha,Kendrapara,1439.68,14333,23219.46,90.73,1.62
Cowpea,Kharif,2001-2002,Odisha,Dhenkanal,1434.28,5044,6809.4,130.84,1.35
Arhar (Pigeon Pea),Rabi,2019-2020,Odisha,Mayurbhanj,1533.84,2466,4660.74,242.48,1.89
Black Pepper,Kharif,2016-2017,Odisha,Bhadrak,1526.6,16980,27337.8,160.21,1.61
Cauliflower,Rabi,2006-2007,Odisha,Kendrapara,1474.93,33167,59368.93,178.65,1.79
Lentil,Kharif,2021-2022,Odisha,Malkangiri,1177.97,23650,40441.5,194.1,1.71
Turmeric,Kharif,2019-2020,Odisha,Ganjam,1383.31,23844,44588.28,171.88,1.87
Mango,Kharif,2007-2008,Odisha,Sundargarh,1202.75,28823,44099.19,142.71,1.53
Guava,Rabi,2016-2017,Odisha,Malkangiri,1430.17,19327,33049.17,124.64,1.71
Ginger,Rabi,2000-2001,Odisha,Boudh,1441.58,31523,45077.89,218.81,1.43
Cauliflower,Kharif,2002-2003,Odisha,Mayurbhanj,1365.98,20142,28601.64,196.44,1.42
Jute,Kharif,2007-2008,Odisha,Sundargarh,1513.66,23463,59126.76,151.41,2.52
Guava,Kharif,2008-2009,Odisha,Deogarh,1224.99,34600,55014.0,107.12,1.59
Maize,Rabi,2011-2012,Odisha,Nayagarh,1346.09,91045,286791.75,251.31,3.15
Mustard,Rabi,2022-2023,Odisha,Boudh,1329.12,32679,53266.77,127.87,1.63
Castor,Rabi,2022-2023,Odisha,Sundargarh,1050.99,39963,67137.84,195.57,1.68
Castor,Rabi,2015-2016,Odisha,Balangir,1334.32,3799,5850.46,99.19,1.54
Linseed,Kharif,2003-2004,Odisha,Nayagarh,1351.08,20301,30654.51,146.74,1.51
Lentil,Rabi,2021-2022,Odisha,Subarnapur,1369.91,19155,32180.4,131.56,1.68
Jackfruit,Kharif,2006-2007,Odisha,Ganjam,1492.42,18862,31499.54,133.86,1.67
Jowar (Sorghum),Rabi,2008-2009,Odisha,Kendrapara,1665.43,10938,19032.12,85.74,1.74
Black Pepper,Kharif,2011-2012,Odisha,Jajpur,1551.81,30120,49698.0,128.81,1.65
Tobacco,Kharif,2004-2005,Odisha,Dhenkanal,1042.12,10669,16110.19,189.59,1.51
Tea,Rabi,2017-2018,Odisha,Nabarangpur,1641.59,7250,11745.0,225.48,1.62
Castor,Rabi,2011-2012,Odisha,Jagatsinghapur,1238.71,31718,56775.22,103.71,1.79
Gram (Chickpea),Kharif,2018-2019,Odisha,Kendrapara,1680.18,13013,23033.01,217.48,1.77
Cardamom,Kharif,2018-2019,Odisha,Jharsuguda,1585.69,17416,27865.6,211.9,1.6
Cowpea,Rabi,2020-2021,Odisha,Dhenkanal,1557.14,12452,20919.36,234.93,1.68
Sapota,Rabi,2000-2001,Odisha,Keonjhar,1690.81,17173,28335.45,131.1,1.65
Gram (Chickpea),Kharif,2003-2004,Odisha,Dhenkanal,1361.39,27291,43938.51,82.18,1.61
Mung (Green Gram),Rabi,2004-2005,Odisha,Jajpur,1414.88,7764,11257.8,189.93,1.45
Tea,Kharif,2008-2009,Odisha,Mayurbhanj,1464.94,19480,29804.4,121.61,1.53
Cardamom,Kharif,2021-2022,Odisha,Keonjhar,1681.51,38302,68177.56,201.83,1.78
Guava,Kharif,2022-2023,Odisha,Jajpur,1257.24,14109,22292.22,133.99,1.58
Banana,Kharif,2020-2021,Odisha,Deogarh,1281.77,7358,218459.02,184.0,29.69
Okra (Bhendi),Rabi,2004-2005,Odisha,Malkangiri,1606.18,16066,25223.62,227.23,1.57
Brinjal (Eggplant),Kharif,2013-2014,Odisha,Dhenkanal,1498.39,17372,27968.92,138.12,1.61
Gram (Chickpea),Kharif,2022-2023,Odisha,Gajapati,1539.99,18019,31893.63,224.2,1.77
Exotic Vegetables,Rabi,2004-2005,Odisha,Khordha,1188.79,23114,33977.58,142.77,1.47
Sweet Potato,Rabi,2016-2017,Odisha,Jajpur,1555.2,16951,26782.58,137.58,1.58
Sweet Potato,Rabi,2013-2014,Odisha,Khordha,1443.02,28934,48609.12,248.26,1.68
Chilli,Kharif,2005-2006,Odisha,Dhenkanal,1419.57,18896,30044.64,130.81,1.59
Potato,Kharif,2016-2017,Odisha,Kalahandi,1666.2,24649,558546.34,122.0,22.66
Cabbage,Rabi,2021-2022,Odisha,Mayurbhanj,1626.94,18484,34380.24,122.09,1.86
Wheat,Rabi,2020-2021,Odisha,Bargarh,1518.59,26554,61605.28,153.03,2.32
Tobacco,Rabi,2018-2019,Odisha,Angul,1598.54,36060,59138.4,110.35,1.64
Field Pea,Rabi,2020-2021,Odisha,Balangir,1485.13,19034,35974.26,171.4,1.89
Castor,Kharif,2000-2001,Odisha,Nabarangpur,1361.39,17050,27450.5,105.45,1.61
Sunflower,Kharif,2017-2018,Odisha,Bargarh,1465.06,23629,41114.46,118.06,1.74
Maize,Rabi,2014-2015,Odisha,Dhenkanal,1327.36,43223,133559.07,181.02,3.09
Brinjal (Eggplant),Rabi,2005-2006,Odisha,Sambalpur,1474.49,35222,56002.98,220.64,1.59
Oil Palm,Rabi,2008-2009,Odisha,Subarnapur,1264.03,25781,38929.31,229.53,1.51
Cotton,Kharif,2013-2014,Odisha,Dhenkanal,1773.74,33523,28159.32,159.09,0.84
Wheat,Kharif,2004-2005,Odisha,Bhadrak,1414.52,24422,56414.82,173.83,2.31
Cotton,Rabi,2017-2018,Odisha,Deogarh,1434.53,36984,29217.36,121.18,0.79
Rubber,Rabi,2022-2023,Odisha,Boudh,1482.68,29423,53549.86,155.52,1.82
Jackfruit,Kharif,2019-2020,Odisha,Ganjam,1699.64,20536,34089.76,157.28,1.66
Lentil,Rabi,2010-2011,Odisha,Malkangiri,1397.33,34191,52312.23,202.36,1.53
Potato,Rabi,2007-2008,Odisha,Jajpur,1422.16,3840,85132.8,242.28,22.17
Brinjal (Eggplant),Kharif,2015-2016,Odisha,Subarnapur,1590.5,25254,45962.28,182.35,1.82
Arhar (Pigeon Pea),Kharif,2009-2010,Odisha,Kandhamal,1241.62,18177,29264.97,108.41,1.61
Sesamum (Til),Rabi,2001-2002,Odisha,Sambalpur,1694.55,19663,33230.47,175.39,1.69
Garlic,Kharif,2012-2013,Odisha,Malkangiri,1537.87,22889,35935.73,191.57,1.57
Tomato,Rabi,2006-2007,Odisha,Gajapati,1412.67,18529,28534.66,169.07,1.54
Okra (Bhendi),Rabi,2010-2011,Odisha,Subarnapur,1342.18,30898,55616.4,214.0,1.8
Coriander,Kharif,2006-2007,Odisha,Mayurbhanj,1519.27,35977,56124.12,147.58,1.56
Guava,Rabi,2015-2016,Odisha,Deogarh,1145.7,9922,15081.44,246.83,1.52
Groundnut,Kharif,2015-2016,Odisha,Kendrapara,1350.87,14682,27602.16,166.35,1.88
Rubber,Rabi,2020-2021,Odisha,Ganjam,1489.93,11274,19165.8,172.93,1.7
Mesta,Kharif,2022-2023,Odisha,Keonjhar,1567.49,17127,30999.87,240.8,1.81
Coconut,Kharif,2002-2003,Odisha,Boudh,1434.23,23705,36979.8,195.13,1.56
Biri (Black Gram),Rabi,2010-2011,Odisha,Jharsuguda,1471.84,18706,29555.48,254.73,1.58
Pineapple,Kharif,2012-2013,Odisha,Sundargarh,1338.94,18897,34770.48,152.2,1.84
Exotic Vegetables,Kharif,2007-2008,Odisha,Bargarh,1212.27,10257,15693.21,192.98,1.53
Mango,Kharif,2001-2002,Odisha,Mayurbhanj,1554.03,30983,43686.03,220.3,1.41
Sesamum (Til),Kharif,2013-2014,Odisha,Dhenkanal,1154.31,26923,45769.1,111.23,1.7
Groundnut,Kharif,2001-2002,Odisha,Jharsuguda,1390.17,19426,22728.42,151.0,1.17
Cashew,Rabi,2024-2025,Odisha,Cuttack,1406.27,22007,40492.88,232.74,1.84
Cardamom,Kharif,2007-2008,Odisha,Deogarh,1500.46,20512,29742.4,165.49,1.45
Mustard,Rabi,2005-2006,Odisha,Puri,1506.28,9558,14528.16,245.78,1.52
Mung (Green Gram),Kharif,2012-2013,Odisha,Balangir,1346.46,26239,44868.69,119.01,1.71
Cardamom,Rabi,2004-2005,Odisha,Mayurbhanj,1324.3,24490,37224.8,151.77,1.52
Mung (Green Gram),Kharif,2022-2023,Odisha,Kalahandi,1496.89,18113,29524.19,167.53,1.63
Ragi (Finger Millet),Rabi,2000-2001,Odisha,Balangir,1480.54,27059,40588.5,137.44,1.5
Ginger,Kharif,2016-2017,Odisha,Jagatsinghapur,1488.05,32267,52917.88,236.08,1.64
Rice (Paddy),Rabi,2016-2017,Odisha,Mayurbhanj,1465.22,127808,463943.04,199.84,3.63
Coffee,Kharif,2004-2005,Odisha,Mayurbhanj,1642.17,18619,32210.87,117.94,1.73
Oranges & Limes,Rabi,2009-2010,Odisha,Kandhamal,1265.77,14981,24269.22,87.76,1.62
Onion,Kharif,2024-2025,Odisha,Koraput,1513.98,17562,28099.2,135.74,1.6
Maize,Kharif,2018-2019,Odisha,Bhadrak,1210.12,55297,165891.0,217.59,3.0
Ginger,Rabi,2020-2021,Odisha,Mayurbhanj,1486.58,7864,13762.0,225.84,1.75
Tomato,Rabi,2007-2008,Odisha,Kandhamal,1473.38,23210,37368.1,240.05,1.61
Kulthi (Horse Gram),Rabi,2022-2023,Odisha,Boudh,1510.31,10833,20041.05,243.65,1.85
Coffee,Kharif,2001-2002,Odisha,Malkangiri,1475.04,18593,29376.94,246.01,1.58
Field Pea,Rabi,2009-2010,Odisha,Sambalpur,1532.52,12113,18290.63,88.97,1.51
Cotton,Kharif,2009-2010,Odisha,Jajpur,1450.22,89586,44793.0,174.42,0.5
Gourds,Kharif,2023-2024,Odisha,Nuapada,1417.21,15082,26544.32,180.1,1.76
Lentil,Kharif,2008-2009,Odisha,Keonjhar,1403.67,12171,20203.86,241.37,1.66
Mesta,Kharif,2009-2010,Odisha,Puri,1362.79,24550,36825.0,184.4,1.5
Cauliflower,Kharif,2018-2019,Odisha,Kendrapara,1300.06,27386,49842.52,220.19,1.82
Sweet Potato,Rabi,2002-2003,Odisha,Keonjhar,1337.44,29029,41801.76,225.81,1.44
Maize,Kharif,2004-2005,Odisha,Mayurbhanj,1497.26,83865,244047.15,174.45,2.91
Groundnut,Kharif,2011-2012,Odisha,Kandhamal,1267.16,19223,32871.33,192.81,1.71
Exotic Vegetables,Rabi,2019-2020,Odisha,Kalahandi,1314.68,15257,24411.2,95.27,1.6
Tobacco,Kharif,2007-2008,Odisha,Balasore,1444.04,15075,24873.75,197.07,1.65
Mung (Green Gram),Rabi,2018-2019,Odisha,Ganjam,1369.78,29736,50551.2,99.78,1.7
Tea,Rabi,2012-2013,Odisha,Jharsuguda,1401.48,18138,23398.02,177.97,1.29
Chilli,Rabi,2016-2017,Odisha,Gajapati,1426.62,36605,58934.05,145.79,1.61
Rice (Paddy),Rabi,2000-2001,Odisha,Kendrapara,1442.14,107235,384973.65,88.07,3.59
Jute,Rabi,2012-2013,Odisha,Koraput,1189.02,19507,54814.67,182.77,2.81
Coconut,Kharif,2004-2005,Odisha,Mayurbhanj,1498.43,28951,41978.95,225.49,1.45
Cabbage,Rabi,2002-2003,Odisha,Koraput,1241.96,25529,38038.21,81.1,1.49
Okra (Bhendi),Rabi,2024-2025,Odisha,Jagatsinghapur,1441.03,17947,30868.84,189.35,1.72
Onion,Kharif,2022-2023,Odisha,Jharsuguda,1244.33,17229,29461.59,198.96,1.71
Sesamum (Til),Rabi,2009-2010,Odisha,Malkangiri,1313.68,7808,13039.36,241.32,1.67
Mesta,Rabi,2006-2007,Odisha,Khordha,1423.25,25714,41913.82,200.42,1.63
Brinjal (Eggplant),Rabi,2000-2001,Odisha,Subarnapur,1444.09,40992,62717.76,109.45,1.53
Coconut,Rabi,2011-2012,Odisha,Sambalpur,1486.31,26191,43215.15,203.72,1.65
Tea,Rabi,2004-2005,Odisha,Jagatsinghapur,1656.92,500,775.0,221.74,1.55
Okra (Bhendi),Kharif,2022-2023,Odisha,Subarnapur,1391.14,13351,22563.19,145.76,1.69
Castor,Kharif,2014-2015,Odisha,Subarnapur,1139.42,13054,22452.88,122.46,1.72
Coriander,Kharif,2005-2006,Odisha,Jharsuguda,1228.61,21987,36938.16,133.07,1.68
Gram (Chickpea),Kharif,2003-2004,Odisha,Kalahandi,1290.83,16147,25189.32,101.41,1.56
Linseed,Kharif,2012-2013,Odisha,Keonjhar,1568.35,13536,21386.88,255.83,1.58
Sesamum (Til),Kharif,2003-2004,Odisha,Cuttack,1368.4,1233,1800.18,143.15,1.46
Sweet Potato,Kharif,2017-2018,Odisha,Rayagada,1603.24,32808,55773.6,163.74,1.7
Okra (Bhendi),Kharif,2020-2021,Odisha,Subarnapur,1416.61,26702,42723.2,251.8,1.6
Tea,Rabi,2023-2024,Odisha,Kandhamal,1227.27,6839,11284.35,114.99,1.65
Small Millets,Rabi,2008-2009,Odisha,Nuapada,1622.66,20307,35334.18,105.74,1.74
Tea,Kharif,2013-2014,Odisha,Ganjam,1402.0,17734,28019.72,160.18,1.58
Tobacco,Rabi,2012-2013,Odisha,Gajapati,1323.04,18569,26925.05,247.97,1.45
Tobacco,Kharif,2011-2012,Odisha,Bhadrak,1471.02,26454,43913.64,118.71,1.66
Bajra (Pearl Millet),Kharif,2018-2019,Odisha,Malkangiri,1080.12,16139,25822.4,186.46,1.6
Bajra (Pearl Millet),Rabi,2017-2018,Odisha,Sambalpur,1449.24,20467,36840.6,113.32,1.8
Sapota,Kharif,2012-2013,Odisha,Sundargarh,1342.26,500,835.0,106.79,1.67
Oil Palm,Kharif,2007-2008,Odisha,Subarnapur,1426.81,24344,39924.16,84.2,1.64
Potato,Kharif,2023-2024,Odisha,Jharsuguda,1556.87,12817,288638.84,130.79,22.52
Gram (Chickpea),Kharif,2014-2015,Odisha,Jagatsinghapur,1569.03,28179,44241.03,243.75,1.57
Cauliflower,Kharif,2011-2012,Odisha,Koraput,1489.63,7821,13452.12,128.71,1.72
Tomato,Rabi,2007-2008,Odisha,Rayagada,1463.14,20062,33904.78,115.86,1.69
Tobacco,Rabi,2005-2006,Odisha,Nayagarh,1211.36,20684,32267.04,237.55,1.56
Niger,Rabi,2018-2019,Odisha,Nayagarh,1490.25,11334,20174.52,122.08,1.78
Pumpkin,Kharif,2020-2021,Odisha,Khordha,1386.01,19108,32674.68,208.8,1.71
Maize,Rabi,2008-2009,Odisha,Ganjam,1538.73,101756,296109.96,173.84,2.91
Pineapple,Rabi,2005-2006,Odisha,Rayagada,1209.65,13899,20153.55,183.18,1.45
Onion,Kharif,2003-2004,Odisha,Jharsuguda,1470.62,19794,31274.52,132.15,1.58
Ragi (Finger Millet),Rabi,2007-2008,Odisha,Khordha,1526.4,16976,28349.92,134.64,1.67
Sugarcane,Rabi,2003-2004,Odisha,Balasore,1401.92,6334,503933.04,236.43,79.56
Lentil,Rabi,2003-2004,Odisha,Rayagada,1706.11,9615,14230.2,190.69,1.48
Garlic,Rabi,2020-2021,Odisha,Nayagarh,1639.6,19749,35153.22,208.03,1.78
